,company_id,funded_or_acquired
902,c:10476,0.0
903,c:104760,0.0
904,c:104761,0.0
905,c:104763,0.0
906,c:104764,0.0
907,c:10477,1.0
908,c:10478,0.0
909,c:104781,0.0
910,c:104783,0.0
911,c:104785,0.0
912,c:104788,1.0
913,c:104789,0.0
914,c:10479,1.0
915,c:1048,1.0
916,c:10480,1.0
917,c:104809,0.0
918,c:10481,0.0
919,c:104810,0.0
920,c:104813,0.0
921,c:104815,1.0
922,c:104817,0.0
923,c:104818,0.0
924,c:104819,0.0
925,c:10482,0.0
926,c:104824,0.0
927,c:104828,0.0
928,c:10483,0.0
929,c:104832,0.0
930,c:104836,0.0
931,c:104837,1.0
932,c:104839,0.0
933,c:10484,0.0
934,c:104841,0.0
935,c:104844,0.0
936,c:104846,0.0
937,c:104848,0.0
938,c:10485,1.0
939,c:104852,0.0
940,c:104853,0.0
941,c:10486,1.0
942,c:104861,1.0
943,c:104862,0.0
944,c:104873,0.0
945,c:10488,0.0
946,c:104881,0.0
947,c:104883,0.0
948,c:104884,0.0
949,c:104886,0.0
950,c:10489,0.0
951,c:104890,0.0
952,c:104896,0.0
953,c:1049,1.0
954,c:10490,0.0
955,c:104908,1.0
956,c:10491,0.0
957,c:104923,0.0
958,c:104924,0.0
959,c:104925,0.0
960,c:104926,0.0
961,c:104927,0.0
962,c:104928,0.0
963,c:10493,1.0
964,c:10494,0.0
965,c:104941,0.0
966,c:104942,0.0
967,c:104947,1.0
968,c:104953,0.0
969,c:10496,0.0
970,c:104962,0.0
971,c:10497,0.0
972,c:104971,1.0
973,c:104980,1.0
974,c:104981,1.0
975,c:104983,1.0
976,c:104984,1.0
977,c:104988,1.0
978,c:104989,0.0
979,c:10499,0.0
980,c:104992,0.0
981,c:104997,0.0
982,c:105,1.0
983,c:10500,0.0
984,c:105002,1.0
985,c:105003,0.0
986,c:105004,0.0
987,c:105005,1.0
988,c:105007,0.0
989,c:105008,1.0
990,c:10502,0.0
991,c:105041,0.0
992,c:105048,0.0
993,c:105049,0.0
994,c:105050,0.0
995,c:105055,0.0
996,c:105057,0.0
997,c:105059,0.0
998,c:105065,0.0
999,c:105066,0.0
1000,c:105067,0.0
1001,c:10507,1.0
1002,c:105074,0.0
1003,c:105075,1.0
1004,c:105077,0.0
1005,c:10508,0.0
1006,c:105087,0.0
1007,c:10509,0.0
1008,c:105095,0.0
1009,c:105096,0.0
1010,c:105097,0.0
1011,c:1051,1.0
1012,c:10510,0.0
1013,c:105106,0.0
1014,c:10511,1.0
1015,c:10512,1.0
1016,c:105120,0.0
1017,c:105125,0.0
1018,c:105126,0.0
1019,c:10513,0.0
1020,c:105130,0.0
1021,c:105131,0.0
1022,c:105132,0.0
1023,c:105139,0.0
1024,c:10514,0.0
1025,c:105140,0.0
1026,c:105141,0.0
1027,c:105142,0.0
1028,c:105159,0.0
1029,c:105161,0.0
1030,c:105167,0.0
1031,c:105168,1.0
1032,c:105174,1.0
1033,c:105184,0.0
1034,c:105185,0.0
1035,c:105186,0.0
1036,c:10519,0.0
1037,c:105192,0.0
1038,c:105193,0.0
1039,c:105194,0.0
1040,c:105196,0.0
1041,c:10520,0.0
1042,c:105201,0.0
1043,c:105202,0.0
1044,c:105203,0.0
1045,c:105205,0.0
1046,c:10521,1.0
1047,c:105210,0.0
1048,c:105213,0.0
1049,c:105215,0.0
1050,c:105217,1.0
1051,c:105218,0.0
1052,c:10522,0.0
1053,c:105221,0.0
1054,c:105222,1.0
1055,c:10523,0.0
1056,c:105231,0.0
1057,c:105243,1.0
1058,c:105244,1.0
1059,c:105247,0.0
1060,c:105248,0.0
1061,c:10525,0.0
1062,c:10526,1.0
1063,c:105263,1.0
1064,c:105264,1.0
1065,c:105265,1.0
1066,c:105266,1.0
1067,c:105267,0.0
1068,c:10527,1.0
1069,c:105272,0.0
1070,c:105286,0.0
1071,c:10529,1.0
1072,c:105290,0.0
1073,c:105292,0.0
1074,c:105293,0.0
1075,c:105297,0.0
1076,c:105298,0.0
1077,c:105299,0.0
1078,c:1053,1.0
1079,c:105305,1.0
1080,c:105315,1.0
1081,c:105318,0.0
1082,c:105319,0.0
1083,c:105320,0.0
1084,c:105325,0.0
1085,c:105326,1.0
1086,c:10533,1.0
1087,c:105332,0.0
1088,c:105333,0.0
1089,c:105334,0.0
1090,c:105339,0.0
1091,c:105346,0.0
1092,c:105348,0.0
1093,c:10535,1.0
1094,c:105350,0.0
1095,c:105351,0.0
1096,c:105362,0.0
1097,c:105367,0.0
1098,c:105371,0.0
1099,c:105385,0.0
1100,c:105386,1.0
1101,c:105394,0.0
1102,c:105398,0.0
1103,c:105399,0.0
1104,c:1054,1.0
1105,c:10540,0.0
1106,c:105401,0.0
1107,c:105408,0.0
1108,c:10541,0.0
1109,c:105413,0.0
1110,c:105414,1.0
1111,c:105418,0.0
1112,c:10542,1.0
1113,c:105424,0.0
1114,c:105426,1.0
1115,c:10543,0.0
1116,c:105433,0.0
1117,c:10544,1.0
1118,c:105446,0.0
1119,c:105447,0.0
1120,c:10545,0.0
1121,c:105451,0.0
1122,c:105453,0.0
1123,c:105454,0.0
1124,c:105456,0.0
1125,c:105459,0.0
1126,c:10546,0.0
1127,c:105460,0.0
1128,c:105461,0.0
1129,c:105467,1.0
1130,c:105468,0.0
1131,c:10547,0.0
1132,c:105479,0.0
1133,c:10548,1.0
1134,c:105480,0.0
1135,c:105485,0.0
1136,c:105486,0.0
1137,c:105487,0.0
1138,c:10549,0.0
1139,c:105490,0.0
1140,c:105491,0.0
1141,c:105493,0.0
1142,c:105494,0.0
1143,c:105495,0.0
1144,c:105499,1.0
1145,c:10550,1.0
1146,c:105504,1.0
1147,c:105505,0.0
1148,c:105513,0.0
1149,c:105514,0.0
1150,c:105515,0.0
1151,c:105519,1.0
1152,c:10552,0.0
1153,c:10553,0.0
1154,c:10554,0.0
1155,c:105543,0.0
1156,c:105544,0.0
1157,c:105546,0.0
1158,c:10555,0.0
1159,c:105554,0.0
1160,c:105556,0.0
1161,c:10556,0.0
1162,c:105567,0.0
1163,c:105579,0.0
1164,c:10558,0.0
1165,c:105587,1.0
1166,c:105592,1.0
1167,c:1056,1.0
1168,c:10560,1.0
1169,c:105605,1.0
1170,c:105606,0.0
1171,c:10561,0.0
1172,c:105611,0.0
1173,c:105616,0.0
1174,c:105629,0.0
1175,c:10563,0.0
1176,c:10564,0.0
1177,c:105642,1.0
1178,c:105654,0.0
1179,c:105655,0.0
1180,c:105656,1.0
1181,c:10566,1.0
1182,c:10567,0.0
1183,c:10568,0.0
1184,c:105684,0.0
1185,c:105687,1.0
1186,c:10569,1.0
1187,c:105693,0.0
1188,c:105694,0.0
1189,c:105697,0.0
1190,c:105699,1.0
1191,c:10570,1.0
1192,c:105702,0.0
1193,c:105704,1.0
1194,c:105707,1.0
1195,c:10571,0.0
1196,c:105710,0.0
1197,c:105717,1.0
1198,c:105719,0.0
1199,c:10572,0.0
1200,c:105720,0.0
1201,c:105721,0.0
1202,c:105723,0.0
1203,c:105724,0.0
1204,c:10573,0.0
1205,c:10574,1.0
1206,c:105756,0.0
1207,c:105769,0.0
1208,c:10577,0.0
1209,c:105775,0.0
1210,c:10578,0.0
1211,c:105784,0.0
1212,c:105786,0.0
1213,c:105789,0.0
1214,c:10579,0.0
1215,c:105795,0.0
1216,c:105797,0.0
1217,c:10580,1.0
1218,c:10581,1.0
1219,c:105810,0.0
1220,c:10582,0.0
1221,c:10583,1.0
1222,c:105833,0.0
1223,c:105834,1.0
1224,c:105838,0.0
1225,c:10584,0.0
1226,c:105842,0.0
1227,c:105860,0.0
1228,c:105862,0.0
1229,c:105863,0.0
1230,c:105864,0.0
1231,c:10587,0.0
1232,c:10588,0.0
1233,c:105885,0.0
1234,c:105886,0.0
1235,c:105891,0.0
1236,c:105893,1.0
1237,c:1059,1.0
1238,c:105909,0.0
1239,c:10591,0.0
1240,c:10592,0.0
1241,c:105926,0.0
1242,c:105927,1.0
1243,c:105933,0.0
1244,c:105934,0.0
1245,c:105936,0.0
